Time,V(1),V(2),V(3),I(C1),I(L1),I(R1),I(V1)
0.000133,3.70870886369369,3.46048145548375,0.116419302499198,0.0248227408209942,0.0248227408209942,0.0248227408209942,-0.0248227408209942
0.000134,3.72970572712091,3.47811913494444,0.118935168420963,0.0251586592176467,0.0251586592176465,0.0251586592176466,-0.0251586592176466
0.000135,3.75055534815229,3.49559464610516,0.121484775441434,0.025496070204713,0.0254960702047129,0.0254960702047129,-0.025496070204713
0.000136,3.77125690368051,3.51290736254169,0.124068270852822,0.0258349541138821,0.0258349541138818,0.0258349541138819,-0.0258349541138818
0.000137,3.7918095764436,3.53005666444032,0.126685799972855,0.0261752912003285,0.0261752912003285,0.0261752912003286,-0.0261752912003286
0.000138,3.81221255505723,3.54704193862146,0.129337506137213,0.0265170616435773,0.0265170616435769,0.026517061643577,-0.026517061643577
0.000139,3.83246503404674,3.5638625785631,0.132023530692049,0.0268602455483644,0.0268602455483641,0.0268602455483641,-0.0268602455483641
0.00014,3.85256621387894,3.58051798442386,0.1347440129866,0.0272048229455077,0.0272048229455078,0.0272048229455078,-0.0272048229455079
0.000141,3.87251530099366,3.59700756306589,0.137499090365878,0.027550773792778,0.0275507737927778,0.0275507737927778,-0.0275507737927778
0.000142,3.89231150783511,3.61333072807742,0.140288898163455,0.0278980779757693,0.0278980779757692,0.0278980779757692,-0.0278980779757692
0.000143,3.91195405288294,3.62948689979514,0.143113569694333,0.0282467153087793,0.0282467153087793,0.0282467153087793,-0.0282467153087793
0.000144,3.93144216068309,3.64547550532622,0.145973236247901,0.0285966655356873,0.0285966655356871,0.0285966655356871,-0.0285966655356871
0.000145,3.95077506187845,3.66129597857009,0.148868027080985,0.0289479083308361,0.028947908330836,0.028947908330836,-0.028947908330836
0.000146,3.96995199323917,3.67694776023998,0.151798069410977,0.0293004232999189,0.0293004232999189,0.0293004232999189,-0.0293004232999189
0.000147,3.98897219769285,3.69243029788418,0.154763488409063,0.0296541899808664,0.0296541899808664,0.0296541899808665,-0.0296541899808665
0.000148,4.00783492435438,3.707743045907,0.157764407193537,0.0300091878447378,0.0300091878447378,0.0300091878447378,-0.0300091878447378
0.000149,4.0265394285556,3.72288546558946,0.160800946823199,0.0303653962966144,0.0303653962966144,0.0303653962966144,-0.0303653962966144
0.00015,4.04508497187473,3.73785702510977,0.163873226290848,0.0307227946764962,0.0307227946764963,0.0307227946764963,-0.0307227946764964
0.000151,4.06347082216546,3.75265719956345,0.166981362516868,0.031081362260201,0.031081362260201,0.031081362260201,-0.031081362260201
0.000152,4.08169625358591,3.76728547098326,0.170125470342895,0.031441078260265,0.031441078260265,0.0314410782602651,-0.031441078260265
0.000153,4.09976054662726,3.78174132835877,0.17330566252558,0.0318019218268484,0.0318019218268483,0.0318019218268484,-0.0318019218268484
0.000154,4.11766298814213,3.79602426765572,0.176522049730444,0.0321638720486409,0.0321638720486408,0.0321638720486408,-0.0321638720486409
0.000155,4.1354028713728,3.81013379183509,0.179774740525821,0.0325269079537721,0.0325269079537718,0.0325269079537718,-0.0325269079537718
0.000156,4.15297949597906,3.82406941087184,0.183063841376893,0.0328910085107215,0.0328910085107213,0.0328910085107213,-0.0328910085107213
0.000157,4.17039216806585,3.8378306417735,0.186389456639817,0.0332561526292346,0.0332561526292346,0.0332561526292347,-0.0332561526292347
0.000158,4.1876402002107,3.85141700859831,0.18975168855594,0.0336223191612386,0.0336223191612389,0.0336223191612389,-0.0336223191612389
0.000159,4.20472291149084,3.86482804247322,0.193150637246117,0.0339894869017615,0.0339894869017616,0.0339894869017616,-0.0339894869017616
0.00016,4.22163962751007,3.87806328161155,0.196586400705102,0.0343576345898525,0.0343576345898522,0.0343576345898522,-0.0343576345898522
0.000161,4.23838968042541,3.89112227133035,0.200059074796052,0.0347267409095059,0.0347267409095057,0.0347267409095057,-0.0347267409095057
0.000162,4.25497240897345,3.90400456406757,0.203568753245111,0.0350967844905883,0.0350967844905879,0.0350967844905879,-0.035096784490588
0.000163,4.27138715849647,3.91670971939883,0.207115527636088,0.0354677439097642,0.0354677439097642,0.0354677439097643,-0.0354677439097643
0.000164,4.28763328096826,3.92923730405396,0.210699487405231,0.0358395976914291,0.035839597691429,0.0358395976914291,-0.0358395976914291
0.000165,4.30371013501971,3.94158689193332,0.214320719836095,0.036212324308639,0.0362123243086388,0.0362123243086388,-0.0362123243086389
0.000166,4.31961708596417,3.95375806412371,0.217979310054499,0.0365859021840462,0.0365859021840457,0.0365859021840457,-0.0365859021840458
0.000167,4.33535350582244,3.9657504089141,0.221675341023583,0.0369603096908352,0.0369603096908348,0.0369603096908348,-0.0369603096908348
0.000168,4.35091877334762,3.977563521811,0.225408893538949,0.037335525153662,0.037335525153662,0.037335525153662,-0.037335525153662
0.000169,4.3663122740496,3.98919700555365,0.229180046223908,0.0377115268495948,0.0377115268495949,0.037711526849595,-0.037711526849595
0.00017,4.38153340021931,4.00065047012876,0.232988875524814,0.0380882930090556,0.0380882930090553,0.0380882930090554,-0.0380882930090554
0.000171,4.39658155095278,4.01192353278514,0.23683545570649,0.0384658018167636,0.0384658018167632,0.0384658018167633,-0.0384658018167632
0.000172,4.41145613217476,4.02301581804793,0.240719858847759,0.0388440314126834,0.0388440314126832,0.0388440314126833,-0.0388440314126833
0.000173,4.42615655666227,4.03392695773254,0.244642154837056,0.039222959892973,0.0392229598929728,0.0392229598929728,-0.0392229598929728
0.000174,4.44068224406772,4.0446565909584,0.248602411368149,0.0396025653109322,0.0396025653109318,0.0396025653109318,-0.0396025653109319
0.000175,4.45503262094183,4.05520436416229,0.252600693935945,0.0399828256779547,0.0399828256779544,0.0399828256779545,-0.0399828256779545
0.000176,4.46920712075631,4.06556993111149,0.256637065832393,0.0403637189644829,0.0403637189644823,0.0403637189644824,-0.0403637189644824
0.000177,4.48320518392617,4.07575295291658,0.260711588142489,0.0407452231009597,0.0407452231009598,0.0407452231009598,-0.0407452231009598
0.000178,4.49702625783185,4.08575309804395,0.264824319740368,0.04112731597879,0.0411273159787901,0.0411273159787902,-0.0411273159787902
0.000179,4.51066979684101,4.09557004232806,0.268975317285497,0.0415099754512949,0.0415099754512944,0.0415099754512945,-0.0415099754512945
0.00018,4.52413526233009,4.10520346898338,0.273164635218965,0.0418931793346716,0.0418931793346708,0.0418931793346709,-0.0418931793346709
